unique_id,f_name_english,f_name_arabic,facility_category_name_english,facility_category_name_arabic,facilitysubcategorynameenglish,facilitysubcategorynamearabic,address_line_one,address_line_two_english,address_line_two_arabic,po_box,website,telephone_1,telephone_2,fax,expiry_date,status,area_id,x_coordinate,y_coordinate,email,area_english,area_arabic
878,Dr. Ossama Bazzi Medicalclinic,عيادة الدكتور أسامة بزي الطبية,General Dentistry,طب أسنان عام,Dental General Clinic,عيادة طب ​​الأسنان العام,City Bay Center,Hor Al Anz East,Hor Al Anz - East,,,971-050-6578583,,,6/5/2020,FAC_ACT_AEX,66,25.170577,55.150404,ossamabazzi@gmail.com,Hor Al Anz - East,Hor Al Anz - East
879,Bab Al Hayat Pharmacy L L C,صيدلية باب الحياة ش ذ م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Madeena Supermarket Building,Dip-2,Dubai Investments Park - 2,,,95-56-1140336,,,6/5/2020,FAC_ACT_AEX,10,25.170577,55.150404,emirates726@gmail.com,Dubai Investments Park - 2,Dubai Investments Park - 2
880,Optimum Diagnostic Clinic Dmcc,أوبتيموم دياغنوستيك كلينيك .د.م س س,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),"X3 Tower ,JLT",Jumeira Lakes Tower,Jumeira Lakes Towers,,,971-050-4526486,,,6/6/2020,FAC_ACT_AEX,140,25.170577,55.150404,aldiyafaclinic@yahoo.com,Jumeira Lakes Towers,Jumeira Lakes Towers
881,Royal Palace Medical Centre,مركز رويال بالاس الطبي,Otolaryngology,أنف أذن حنجرة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Moaza Suwaidan Saeed Building,Al Riqqah Street 81,Al Marqabat,,,971-50-2482360,,,6/12/2020,FAC_ACT_AEX,19,25.26174512,55.32771749,royalpalacemedicalcenter@gmail.com,Al Marqabat,Al Marqabat
883,Optx Twenty Twenty Llc Branch Mall Of Emirates,شركة اوبتكس عشرين عشرين ش ذ م م فرع مول الامارات,Optometry,بصريات,Optical Center,مركز بصري,Mall Of Emirates,gg,Al Barshaa - 1,,,971-55-6002040,,,6/7/2020,FAC_ACT_AEX,132,25.11822218,55.20170888,,Al Barshaa - 1,Al Barshaa - 1
884,Bait Al Maqdes Pharmacy LLC,صيدلية بيت المقدس,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Al Nahda Homes ,"13th Street, Al Nahda-1, Dubai, United Arab Emirates",,,www.bmgpharmacy.com,971-50-6280760,,,6/7/2020,FAC_ACT_AEX,,90,90,info@bmgpharmacy.com,,
885,Happy Valley Spa And Wellness,هابي فالي سبا اند ويلنس,Relaxing Massage Therapy (In Massage Centers ONLY),تدليك واسترخاء(فقط في مراكز الاسترخاء والتدليك),Relaxing Massage Center,مركز تدليك واسترخاء,Europian Business Center,Dubai Investments Park 01,Dubai Investments Park 1,,,971-050-7658050,,,6/15/2020,FAC_ACT_AEX,151,25.170577,55.150404,hvindubai@gmail.com,Dubai Investments Park 1,Dubai Investments Park 1
886,Aster Pharmacy 105 Br Of Aster Pharmacies GroupLLC,صيدلية استر١٠٥فرع مجموعة صيدلية استر,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Morocco Cluster Building .I 11,International City,Warsan - 1,,,971-055-7009104,,,6/8/2020,FAC_ACT_AEX,158,25.170577,55.150404,aster105@asterpharmacy.com,Warsan - 1,Warsan - 1
887,Marina View Pharmacy LLC,صيدلية مارينا فيو ش ذ م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Marina Heights Tower,Marina Walk,Jumeira Lakes Towers,,www.life-me.com,971-50-4541801,,,6/9/2020,FAC_ACT_AEX,140,25.08636539,55.14786532,marinaviewphy@life-me.com,Jumeira Lakes Towers,Jumeira Lakes Towers
888,Al Manara Pharmacy Remal Mall,صيدلية المنارة رمال مول,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Remal Mall,Remal mall,Wadi Al Safa-3,,,971-50-5924124,,,6/13/2020,FAC_ACT_AEX,235,25.08736068,55.31306865,safia@sinamed.ae,Wadi Al Safa-3,Wadi Al Safa-3
889,Aster Medical Centre Silicon Oasis Br Of Dm Health,استر ميديكال سنتر سيليكون اوياسيس فرع من د م للرع,Obstetrics and Gynecology,أمراض النساء والولادة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Silicon Gate - 1,Dubai Silicon Oasis,Nad Al Sheba,,,971-55-0557009111,,,6/14/2020,FAC_ACT_AEX,153,25.170577,55.150404,basheer@asterdmhealthcare.com,Nad Al Sheba,Nad Al Sheba
890,Aster Medical Centre Al Qusais Br Of Dm Healthcare,استر ميديكال سنتر القصيص فرع من د م للرعاية الصح,Obstetrics and Gynecology,أمراض النساء والولادة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Mona Ali Mohammad Ali,Al Nahda Street 137,Al Qusais - 1,,,971-55-7009111,,,6/15/2020,FAC_ACT_AEX,74,25.26902491,55.37687584,pr@asterdmhealthcare.com,Al Qusais - 1,Al Qusais - 1
891,Aster Pharmacy 101 Br Of Aster Pharmacies GroupLLC,صيدلية استر١٠١فرع من مجموعة صيدلية استر ذم م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Mona Ali Mohammed Ali,Al Qusais 1,Al Qusais - 1,,,971-055-7009104,,,6/15/2020,FAC_ACT_AEX,74,25.170577,55.150404,aster101@asterpharmacy.com,Al Qusais - 1,Al Qusais - 1
892,Luzan Dental Center LLC,مركز لوزان للاسنان ش ذ م م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Al Wasl Buliding,Al Badaa' Street 91,Al Wasl,,www.luzandentalcenter.com,971-50-4643311,,,6/15/2020,FAC_ACT_AEX,112,25.19416013,55.2604198,shaheen24services@gmail.com,Al Wasl,Al Wasl
899,Enayati Home Health Care Center LLC,مركز عنايتي لخدمات الصحة المنزلية ش ذ م م,General Practice,طب عام,Home Healthcare Agency,وكالة الرعاية الصحية المنزلية,Al Moosa Tower 2,Sheikh Zayed Road 64,Trade Center - 1,,www.enayati.org,971-52-9959996,,,6/16/2020,FAC_ACT_AEX,108,25.21626767,55.277706,info@enayati.org,Trade Center - 1,Trade Center - 1
901,Jumairah International Nursery Br Southridge,حضانة جميرا العالمية فرع,Nursing,التمريض,School clinic,عيادة مدرسة,South Ridge,School Street,Zaabeel - 2,,,971-56-1428875,,,6/16/2020,FAC_ACT_AEX,110,25.18726909,55.27834154,admin1@fortesholdings.com,Zaabeel - 2,Zaabeel - 2
902,American Hospital Pharmacy 1,صيدلية مستشفى الامريكي واحد,Pharmacy,الصيدلة,Hospital (In Patient) Pharmacy,صيدلية مستشفى,American Hospital Dubai,Oud Metha,Oudh Metha,,,971-50-5520533,,,6/19/2020,FAC_ACT_AEX,43,25.170577,55.150404,jafarkondotty@gmail.com,Oudh Metha,Oudh Metha
905,Prime Hospital Pharmacy L.L.C,صيدلية مستشفى برايم شركة ذات مسؤولية محدودة,Pharmacy,الصيدلة,Hospital (In Patient) Pharmacy,صيدلية مستشفى,Prime Hospital,Airport Road 32,Al Garhoud,,,971-0-507492411,,,6/21/2020,FAC_ACT_AEX,45,25.25137679,55.34522779,alisaeed@primehealth.ae,Al Garhoud,Al Garhoud
909,Aster Pharmacy 6 Br Of Aster Pharmacies Group LLC,صيدلية استر٦ فرع من مجموعة صيدلية استر ش د م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Silicon Gates 1,silicon oasis,Nad Al Sheba,,www.asterpharmacy.com,971-055-7009110,,,6/22/2020,FAC_ACT_AEX,153,25.11722001,55.39138854,aster6@asterpharmacy.com,Nad Al Sheba,Nad Al Sheba
917,COOPER HEALTH CLINIC1 Br of NMC ROYAL WOMENS HOSPITAL LLC DUBAI Branch ,كوبر هيلث كلينك 1فرع من مستشفى ان ام سي رويال للمرأة ذ م م فرع دبي,Pediatrics,طب الأطفال,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),J3 Mall,"Al Wasl Rd, Jumeirah",Al Manara,,www.cooperhealthclinics.com,971-56-2261485,,,3/10/2021,FAC_ACT,124,25.170577,55.150404,zeeshan@cooperhealthclinic.com,Al Manara,Al Manara
919,The General Medical Centre Br 4 Of G M C Healthcare LLC,المركز الطبي العام فرع رابع من جي ام سي للرعاية الصحية ش.ذ.م.م,General Practice,طب عام,Hotel clinic,عيادة فندق,Ocean View Hotel,"The Walk,",Dubai Marina and Jumeira Beach,,www.gmcclinics.com,9.71565E+11,,,6/26/2020,FAC_ACT_AEX,139,25.170577,55.150404,sherin.alummoottil@groupgmc.com,Dubai Marina and Jumeira Beach,Dubai Marina and Jumeira Beach
920,Essa Beauty JLT,عيسى بيوتي جي ال تي,Beauty Therapy,علاج التجميل,Beauty Center Salon,مركز تجميل,Jumeirah Business Center 1,Cluster G,Jumeira Lakes Towers,,www.essabeauty.com,971-050-5386143,,,6/28/2021,FAC_ACT,140,25.170577,55.150404,lydia@essabeauty.com,Jumeira Lakes Towers,Jumeira Lakes Towers
921,Aster Pharmacy111 Br Of Aster Pharmacies Group LLC,صيدلية استر١١١ فرع من مجموعة صيدلية استر ش.ذ.م.م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Muhasina -4 Near Lulu Villge,17 Street,Muhaisanah - 4,,www.asterpharmacy.com,971-055-7009104,,,6/28/2020,FAC_ACT_AEX,85,25.2823357,55.40382925,aster111@asterpharmacy.com,Muhaisanah - 4,Muhaisanah - 4
923,Grand Infinity Medical Cnter LLC,مركز جراند انفينيتي الطبي ش.ذ.م.م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Mohammad Khalfan Al Qasser,Beirut Street,Muhaisanah - 4,,,971-50-7370466,,,6/28/2020,FAC_ACT_AEX,85,25.28681493,55.40016157,,Muhaisanah - 4,Muhaisanah - 4
924,Medicina First Pharmacy,صيدلية ميديسينا فيرست,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,عبيد سالم عبيد المزروعي,Jumeirah Street 538,Jumeira - 3,,,971-52-9115105,,,6/29/2020,FAC_ACT_AEX,115,25.17831809,55.22240466,ihab@pharmalink.ae,Jumeira - 3,Jumeira - 3
926,Nmc Royal Hospital LLC,مستشفى ان ام سي رويال ش ذ م م,Neurosurgery,جراحة الأعصاب,General Hospital (50- 100),مستشفى(من 50 إلى 100 سرير),Dubai Investment Park 1,14 Street,Dubai Investments Park 1,,,971-50-3632146,,,4/4/2021,FAC_ACT,151,25.00319433,55.15407988,santosh.sharma@nmc.ae,Dubai Investments Park 1,Dubai Investments Park 1
929,Aster Medical Centre Muhaisnah Br Of Dm Healthcare,استر ميديكال سنتر المحيصنة فرع من د م للرعاية الصحية ش ذ م م,Obstetrics and Gynecology,أمراض النساء والولادة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),ZARAA RESIDENCE -1,MUHAISINAH FOURTH,,,,971-55-7009111,,,7/3/2020,FAC_ACT,,90,90,pr@asterdmhealthcare.com,,
933,Al Tadawi Medical Centre Branch,مركز التداوي الطبي فرع,Internal Medicine,الطب الباطني,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),"Main Building Of Residency And Foreigners Affairs, Dubai",Sheikh Khalifa Bin Zayed,Al Jafliya,,,971-50-3565551,,,4/18/2020,FAC_ACT_AEX,103,25.170577,55.150404,fatima@altadawimedical.com,Al Jafliya,Al Jafliya
936,Icare Up Towen Meridiff Br Of Excel Health Care,أي كير أب تون مردف فرع من إكسل هيلث كير,Family Medicine,طب الأسرة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Uptown Mirdif Mall Shop No 37,Algeria Street,Mirdif,,,971-50-2549744,,,12/21/2020,FAC_ACT,86,25.22478414,55.42440458,fahad.pervez@emirateshospital.ae,Mirdif,Mirdif
939,Nmc Royal Hospital Pharmacy,صيدلية مستشفى ان ام سي رويال,Pharmacy,الصيدلة,Hospital (In Patient) Pharmacy,صيدلية مستشفى,Dubai Investment Park Building,14 Street,Dubai Investments Park 1,,,971-50-3632146,,,4/4/2021,FAC_ACT,151,25.00304563,55.15410147,ippharmacy.dip@nmc.ae,Dubai Investments Park 1,Dubai Investments Park 1
940,Galleria United Pharmacy,صيدلية غاليريا يونايتد,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Galleria Shopping Mall,Al Wasl Street- 304,Al Wasl,,,971-050-4753800,,,6/13/2020,FAC_ACT_AEX,112,25.170577,55.150404,kallara.44@gmail.com,Al Wasl,Al Wasl
947,Axon Medica Medical Center LLC,مركز اكسون ميديكا الطبي ذم م,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),The Garden - Building No 8,Gardens Boulevard Street 7,Jebeel Ali - 1,,www.axonmedica.com,971-050-8036836,,,7/6/2020,FAC_ACT,136,25.04529584,55.13123515,kutty@axomedica.com,Jebeel Ali - 1,Jebeel Ali - 1
961,Easy Dental Branch 2,ايزي للاسنان فرغ ٢,General Dentistry,طب أسنان عام,Dental General Clinic,عيادة طب ​​الأسنان العام,Jan Ali Ali Bin Riza,Al Hudaiba Street 29,Al Satwa,,,971-50-9433036,,,7/26/2020,FAC_ACT,13,25.22991096,55.27328667,,Al Satwa,Al Satwa
967,Life Al Nahda Pharmacy L.L.C,صيدلية لايف النهدة ش.ذ.م.م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Twin Tower,Amman Street,Al Nahda - 1,,www.life-me.com,971-50-4541801,,,7/7/2020,FAC_ACT,73,25.29654542,55.37636236,sajeev@life-me.com,Al Nahda - 1,Al Nahda - 1
985,Najmat Al Shatea Polyclinic,مجمع نجمة الشاطئ الطبي,Ophthalmology,أمراض العيون,Specialty Clinic,عيادة تخصصية ,Al Hudaiba Award Building,al hudaiba ,Al Hudaiba,,,971-4-3599699,,,9/13/2020,FAC_ACT,102,25.24080982,55.27174655,dr.torabi@live.com,Al Hudaiba,Al Hudaiba
990,Al Khail Medical Centre Branch,مركز الخيل الطبي فرع,General Practice,طب عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Fida Al Madina Building,Dubai Investment Park 2,Dubai Investments Park - 2,,,971-55-8052354,,,8/18/2020,FAC_ACT,10,25.170577,55.150404,akmc2013@gmail.com,Dubai Investments Park - 2,Dubai Investments Park - 2
993,Proficiency Healthcare Diagnostic Laboratories Llc Dubai Branch,مختبرات الرعايه الصحية الاحترافية للتشخيص ذ م م فرع دبي,Clinical Pathology,طب علم الأمراض السريرية,Medical Laboratory,مختبر طبي,"Yes Business Centre Building, Al Barsha 1, Dubai",13 Street,Al Barshaa - 1,,www.phd-laboratories.com,971-52-7098792,,,8/16/2020,FAC_ACT,132,25.11161651,55.20608397,gracen@proficiencylab.org,Al Barshaa - 1,Al Barshaa - 1
1001,Bissan Dental Center L L C,مركز بيسان لطب الاسنان ش ذ م م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Tameem House,Al Fosool Street,Al Baraha,,www.bissanmc.com,971-56-4404643,,,8/28/2020,FAC_ACT,37,25.09935126,55.17723802,bdcllcdubai@gmail.com,Al Baraha,Al Baraha
1027,Access Clinic Alqouz Br Of Dm Healthcare LLC,عيادة اكسس القوزفرع من د م للرعاية الصحية ش ذ م م,Orthopedic Surgery,جراحة العظام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Al Arif Contracting Co LLC,al Qouz,Al Qoze Industrial - 3,,,971-55-7009111,,,9/14/2020,FAC_ACT,129,25.15781319,55.24862258,,Al Qoze Industrial - 3,Al Qoze Industrial - 3
1030,Cross Roads Dental Clinic LLC,كروس رودس لعيادة طب الاسنان ش ذ م م,General Dentistry,طب أسنان عام,Dental General Clinic,عيادة طب ​​الأسنان العام,Centurion Star Towers,شارع 34 25,Unnamed,,,971-04-9311946,,,9/18/2020,FAC_ACT,168,25.25423304,55.32883174,draiman31@gmail.com,Unnamed,Unnamed
1035,Novomed Integrative Medicine Br Of Integrative Health Investment L L C,نوفوميد للطب الشمولي فرع من انتلجنت هيلث انفستمنت ش ذ م م,Psychiatry,طب الأمراض النفسية,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Marina Plaza,,,,,971-55-1080986,,,8/7/2020,FAC_ACT,,90,90,,,
1061,Hertz Optics LLC,هرتز للنظارات ش ذ م م,,,Optical Center,مركز بصري,"Masjid Fathima Hassan Bastaki,Near Al Raffa  Police Station",Alsouq Alkabeer,Al Suq Al Kabeer,,,971-559-193995,,,5/10/2020,FAC_ACT_AEX,98,25.170577,55.150404,hertzopticsllc@gmail.com,Al Suq Al Kabeer,Al Suq Al Kabeer
1071,Gardens Speciality Clinic Br Of Dm Healthcare LLC,عيادة جاردنز التخصصي فرع من د م للرعاية الصحية,Internal Medicine,الطب الباطني,Day Surgery Center,مركز جراحة اليوم,ASTECO PROPERTY MANAGEMENT,Gardens Boulevard,Jebeel Ali - 1,,,971-55-7009111,,,10/13/2020,FAC_ACT,136,25.04760525,55.13007397,pr@asterdmhealthcare.com,Jebeel Ali - 1,Jebeel Ali - 1
1076,Fairmont Hotel The Palm - Fz,فيرمونت ذا بالم,Nursing,التمريض,Hotel clinic,عيادة فندق,Fairmont The Palm,palm,Palm  - Jumeira,,,971-55-6855687,,,10/17/2020,FAC_ACT,163,25.11001227,55.14102244,Ronn.Dilao@Fairmont.com,Palm  - Jumeira,Palm  - Jumeira
1077,Al Barsha Alnoor Polyclinic L L C,مجمع البرشاء النور الطبى ش.ذ.م.م,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Elite Business Center-589-0,Al Seedaf Road 1,Al Barsha Suoth - 1,,,971-50-8514815,,,3/7/2021,FAC_ACT,160,25.11643312,55.20629313,,Al Barsha Suoth - 1,Al Barsha Suoth - 1
1084,Spanish Centre Lasik And Eyes And Cosmetic L L C,اسبانيش سنتر لليزك والعيون والتجميل ش ذ م م,Optometry,بصريات,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Jima Mohamed Abdul Obid Bin Yemai,Jumeira Beach Road,Jumeira - 1,,,971-50-3619912,,,10/18/2020,FAC_ACT,106,25.170577,55.150404,info@spanishcenterdubai.com,Jumeira - 1,Jumeira - 1
1089,Access Clinic Persia Cluster Br Of Dm Healthcare L,عيادة اكسس الفئة الفارسي فرع من د م للرعاية الصحي,General Practice,طب عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Mazhar Ali Chawla Bld,Al Warsan First,Unnamed,,,,,,5/31/2020,FAC_ACT_AEX,168,90,90,,Unnamed,Unnamed
1095,Health First Pharmacy 9,صيدلية هيلث فيرست تسعة,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Summer 2,Qmasha Street,Barsha Suoth - 4,,,971-050-1891795,,,11/6/2020,FAC_ACT,22,25.06082225,55.20157319,ahmedwahably@planetme.ae,Barsha Suoth - 4,Barsha Suoth - 4
1111,Medi Centres Polyclinic Jumeirah Branch,مجمع ميدي سنترز الطبي فرع جميرا,Family Medicine,طب الأسرة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Jumeirah Park Pavilion,Discover Garden  Jumeirah Park Pavilion,,,,971-55-6540126,,,11/20/2020,FAC_ACT,,90,90,,,
1115,The Dental Lounge Branch,ذي دنتال لونج فرع,General Dentistry,طب أسنان عام,Dental General Clinic,عيادة طب ​​الأسنان العام,Al Attar Centre,"Sheikh Khalifa Bin Zayed St, Al Karama",Al Karama,,,971-50-1256778,,,2/16/2020,FAC_ACT_AEX,30,25.170577,55.150404,dentallounge2020@gmail.com,Al Karama,Al Karama
